Month,Sales,Account,business_unit,Currency,Year,Scenario
Aug,-1867620,Marketing Expense,Software,USD,2013,Actuals
Dec,10657679.8,Sales,Advertising,USD,2013,Actuals
Feb,15638304.81,Sales,Advertising,USD,2013,Actuals
Jan,15104495.28,Sales,Advertising,USD,2013,Actuals
Jul,23759367.37,Sales,Advertising,USD,2013,Actuals
Jun,11871647.76,Sales,Advertising,USD,2013,Actuals
Mar,26940229.5,Sales,Advertising,USD,2013,Actuals
May,24002645.49,Sales,Advertising,USD,2013,Actuals
Nov,17004981.2,Sales,Advertising,USD,2013,Actuals
Oct,25408971.3,Sales,Advertising,USD,2013,Actuals
Sep,20892167.99,Sales,Advertising,USD,2013,Actuals
Apr,18295591,Sales,Advertising,USD,2013,Actuals
Aug,23487433.76,Sales,Advertising,USD,2013,Actuals
Dec,-4761146,Cost of Goods Sold,Advertising,USD,2013,Actuals
Feb,-6719996,Cost of Goods Sold,Advertising,USD,2013,Actuals
Jan,-6922154,Cost of Goods Sold,Advertising,USD,2013,Actuals
Jul,-11674472,Cost of Goods Sold,Advertising,USD,2013,Actuals
Jun,-5620387,Cost of Goods Sold,Advertising,USD,2013,Actuals
Mar,-11251219,Cost of Goods Sold,Advertising,USD,2013,Actuals
May,-10753091,Cost of Goods Sold,Advertising,USD,2013,Actuals
Nov,-8170720,Cost of Goods Sold,Advertising,USD,2013,Actuals
Oct,-10592169,Cost of Goods Sold,Advertising,USD,2013,Actuals
Sep,-9847130,Cost of Goods Sold,Advertising,USD,2013,Actuals
Apr,-8188535,Cost of Goods Sold,Advertising,USD,2013,Actuals
Aug,-9402231,Cost of Goods Sold,Advertising,USD,2013,Actuals
Dec,-447074,Commissions Expense,Advertising,USD,2013,Actuals
Feb,-684446,Commissions Expense,Advertising,USD,2013,Actuals
Jan,-744189,Commissions Expense,Advertising,USD,2013,Actuals
Jul,-1154625,Commissions Expense,Advertising,USD,2013,Actuals
Jun,-587577,Commissions Expense,Advertising,USD,2013,Actuals
Mar,-1135391,Commissions Expense,Advertising,USD,2013,Actuals
May,-1056537,Commissions Expense,Advertising,USD,2013,Actuals
Nov,-705547,Commissions Expense,Advertising,USD,2013,Actuals
Oct,-1130498,Commissions Expense,Advertising,USD,2013,Actuals
Sep,-919043,Commissions Expense,Advertising,USD,2013,Actuals
Apr,-740206,Commissions Expense,Advertising,USD,2013,Actuals
Aug,-1015469,Commissions Expense,Advertising,USD,2013,Actuals
Dec,-1183866,Payroll Expense,Advertising,USD,2013,Actuals
Feb,-1643381,Payroll Expense,Advertising,USD,2013,Actuals
Jan,-1820008,Payroll Expense,Advertising,USD,2013,Actuals
Jul,-2630917,Payroll Expense,Advertising,USD,2013,Actuals
Jun,-1461544,Payroll Expense,Advertising,USD,2013,Actuals
Mar,-3339938,Payroll Expense,Advertising,USD,2013,Actuals
May,-2909989,Payroll Expense,Advertising,USD,2013,Actuals
Nov,-1729230,Payroll Expense,Advertising,USD,2013,Actuals
Oct,-2554023,Payroll Expense,Advertising,USD,2013,Actuals
Sep,-2555554,Payroll Expense,Advertising,USD,2013,Actuals
Apr,-2236128,Payroll Expense,Advertising,USD,2013,Actuals
Aug,-2736210,Payroll Expense,Advertising,USD,2013,Actuals
Dec,-107626,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Feb,-187636,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Jan,-161575,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Jul,-246538,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Jun,-144005,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Mar,-282811,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
May,-254049,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Nov,-207965,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Oct,-282216,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Sep,-221757,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Apr,-221047,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Aug,-255904,Travel & Entertainment Expense,Advertising,USD,2013,Actuals
Dec,-507909,R&D Expense,Advertising,USD,2013,Actuals
Feb,-734801,R&D Expense,Advertising,USD,2013,Actuals
Jan,-741256,R&D Expense,Advertising,USD,2013,Actuals
Jul,-1155733,R&D Expense,Advertising,USD,2013,Actuals
Jun,-581037,R&D Expense,Advertising,USD,2013,Actuals
Mar,-1121189,R&D Expense,Advertising,USD,2013,Actuals
May,-1076637,R&D Expense,Advertising,USD,2013,Actuals
Nov,-732828,R&D Expense,Advertising,USD,2013,Actuals
Oct,-1022458,R&D Expense,Advertising,USD,2013,Actuals
Sep,-928524,R&D Expense,Advertising,USD,2013,Actuals
Apr,-847064,R&D Expense,Advertising,USD,2013,Actuals
Aug,-1140205,R&D Expense,Advertising,USD,2013,Actuals
Dec,-547052,Consulting Expense,Advertising,USD,2013,Actuals
Feb,-936828,Consulting Expense,Advertising,USD,2013,Actuals
Jan,-938436,Consulting Expense,Advertising,USD,2013,Actuals
Jul,-1434455,Consulting Expense,Advertising,USD,2013,Actuals
Jun,-602967,Consulting Expense,Advertising,USD,2013,Actuals
Mar,-1631024,Consulting Expense,Advertising,USD,2013,Actuals
May,-1256873,Consulting Expense,Advertising,USD,2013,Actuals
Nov,-1029014,Consulting Expense,Advertising,USD,2013,Actuals
Oct,-1541439,Consulting Expense,Advertising,USD,2013,Actuals
Sep,-1228204,Consulting Expense,Advertising,USD,2013,Actuals
Apr,-1004574,Consulting Expense,Advertising,USD,2013,Actuals
Aug,-1308212,Consulting Expense,Advertising,USD,2013,Actuals
Dec,-853915,Software/Hardware Expense,Advertising,USD,2013,Actuals
Feb,-1337432,Software/Hardware Expense,Advertising,USD,2013,Actuals
Jan,-1135946,Software/Hardware Expense,Advertising,USD,2013,Actuals
Jul,-1810962,Software/Hardware Expense,Advertising,USD,2013,Actuals
Jun,-935781,Software/Hardware Expense,Advertising,USD,2013,Actuals
Mar,-2176367,Software/Hardware Expense,Advertising,USD,2013,Actuals
May,-1972095,Software/Hardware Expense,Advertising,USD,2013,Actuals
Nov,-1268727,Software/Hardware Expense,Advertising,USD,2013,Actuals
Oct,-1985257,Software/Hardware Expense,Advertising,USD,2013,Actuals
Sep,-1681821,Software/Hardware Expense,Advertising,USD,2013,Actuals
Apr,-1388676,Software/Hardware Expense,Advertising,USD,2013,Actuals
Aug,-1913852,Software/Hardware Expense,Advertising,USD,2013,Actuals
Dec,-255120,Marketing Expense,Advertising,USD,2013,Actuals
Feb,-329938,Marketing Expense,Advertising,USD,2013,Actuals
Jan,-323989,Marketing Expense,Advertising,USD,2013,Actuals
Jul,-569490,Marketing Expense,Advertising,USD,2013,Actuals
Jun,-296470,Marketing Expense,Advertising,USD,2013,Actuals
Mar,-540940,Marketing Expense,Advertising,USD,2013,Actuals
May,-480921,Marketing Expense,Advertising,USD,2013,Actuals
Nov,-375439,Marketing Expense,Advertising,USD,2013,Actuals
Oct,-517041,Marketing Expense,Advertising,USD,2013,Actuals
Sep,-522167,Marketing Expense,Advertising,USD,2013,Actuals
Apr,-428900,Marketing Expense,Advertising,USD,2013,Actuals
Aug,-545708,Marketing Expense,Advertising,USD,2013,Actuals
Dec,18118055.66,Sales,Hardware,USD,2013,Actuals
Feb,17256060.48,Sales,Hardware,USD,2013,Actuals
Jan,19509973.07,Sales,Hardware,USD,2013,Actuals
Jul,28675098.55,Sales,Hardware,USD,2013,Actuals
Jun,20351396.16,Sales,Hardware,USD,2013,Actuals
Mar,30532260.1,Sales,Hardware,USD,2013,Actuals
May,29336566.71,Sales,Hardware,USD,2013,Actuals
Nov,30608966.16,Sales,Hardware,USD,2013,Actuals
Oct,26255937.01,Sales,Hardware,USD,2013,Actuals
Sep,34517494.94,Sales,Hardware,USD,2013,Actuals
Apr,29272945.6,Sales,Hardware,USD,2013,Actuals
Aug,33553476.8,Sales,Hardware,USD,2013,Actuals
Dec,-7671352,Cost of Goods Sold,Hardware,USD,2013,Actuals
Feb,-8450170,Cost of Goods Sold,Hardware,USD,2013,Actuals
Jan,-8150515,Cost of Goods Sold,Hardware,USD,2013,Actuals
Jul,-13601224,Cost of Goods Sold,Hardware,USD,2013,Actuals
Jun,-9764566,Cost of Goods Sold,Hardware,USD,2013,Actuals
Mar,-14161620,Cost of Goods Sold,Hardware,USD,2013,Actuals
May,-14251244,Cost of Goods Sold,Hardware,USD,2013,Actuals
Nov,-13808185,Cost of Goods Sold,Hardware,USD,2013,Actuals
Oct,-11713786,Cost of Goods Sold,Hardware,USD,2013,Actuals
Sep,-15769647,Cost of Goods Sold,Hardware,USD,2013,Actuals
Apr,-11982699,Cost of Goods Sold,Hardware,USD,2013,Actuals
Aug,-16479944,Cost of Goods Sold,Hardware,USD,2013,Actuals
Dec,-888159,Commissions Expense,Hardware,USD,2013,Actuals
Feb,-807370,Commissions Expense,Hardware,USD,2013,Actuals
Jan,-918940,Commissions Expense,Hardware,USD,2013,Actuals
Jul,-1184148,Commissions Expense,Hardware,USD,2013,Actuals
Jun,-992324,Commissions Expense,Hardware,USD,2013,Actuals
Mar,-1441691,Commissions Expense,Hardware,USD,2013,Actuals
May,-1441481,Commissions Expense,Hardware,USD,2013,Actuals
Nov,-1271473,Commissions Expense,Hardware,USD,2013,Actuals
Oct,-1309585,Commissions Expense,Hardware,USD,2013,Actuals
Sep,-1624531,Commissions Expense,Hardware,USD,2013,Actuals
Apr,-1189856,Commissions Expense,Hardware,USD,2013,Actuals
Aug,-1395247,Commissions Expense,Hardware,USD,2013,Actuals
Dec,-2234769,Payroll Expense,Hardware,USD,2013,Actuals
Feb,-2042733,Payroll Expense,Hardware,USD,2013,Actuals
Jan,-1978540,Payroll Expense,Hardware,USD,2013,Actuals
Jul,-3153289,Payroll Expense,Hardware,USD,2013,Actuals
Jun,-2469981,Payroll Expense,Hardware,USD,2013,Actuals
Mar,-3640742,Payroll Expense,Hardware,USD,2013,Actuals
May,-3103005,Payroll Expense,Hardware,USD,2013,Actuals
Nov,-3428688,Payroll Expense,Hardware,USD,2013,Actuals
Oct,-2657392,Payroll Expense,Hardware,USD,2013,Actuals
Sep,-4017528,Payroll Expense,Hardware,USD,2013,Actuals
Apr,-3022060,Payroll Expense,Hardware,USD,2013,Actuals
Aug,-3620396,Payroll Expense,Hardware,USD,2013,Actuals
Dec,-191961,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Feb,-177057,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Jan,-226737,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Jul,-339323,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Jun,-233884,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Mar,-348448,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
May,-340324,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Nov,-350713,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Oct,-265196,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Sep,-416320,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Apr,-348912,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Aug,-346782,Travel & Entertainment Expense,Hardware,USD,2013,Actuals
Dec,-880628,R&D Expense,Hardware,USD,2013,Actuals
Feb,-798924,R&D Expense,Hardware,USD,2013,Actuals
Jan,-864114,R&D Expense,Hardware,USD,2013,Actuals
Jul,-1420613,R&D Expense,Hardware,USD,2013,Actuals
Jun,-988295,R&D Expense,Hardware,USD,2013,Actuals
Mar,-1397111,R&D Expense,Hardware,USD,2013,Actuals
May,-1408363,R&D Expense,Hardware,USD,2013,Actuals
Nov,-1244998,R&D Expense,Hardware,USD,2013,Actuals
Oct,-1291985,R&D Expense,Hardware,USD,2013,Actuals
Sep,-1530986,R&D Expense,Hardware,USD,2013,Actuals
Apr,-1424616,R&D Expense,Hardware,USD,2013,Actuals
Aug,-1550303,R&D Expense,Hardware,USD,2013,Actuals
Dec,-1109268,Consulting Expense,Hardware,USD,2013,Actuals
Feb,-1024168,Consulting Expense,Hardware,USD,2013,Actuals
Jan,-985386,Consulting Expense,Hardware,USD,2013,Actuals
Jul,-1433907,Consulting Expense,Hardware,USD,2013,Actuals
Jun,-1168867,Consulting Expense,Hardware,USD,2013,Actuals
Mar,-1624588,Consulting Expense,Hardware,USD,2013,Actuals
May,-1513745,Consulting Expense,Hardware,USD,2013,Actuals
Nov,-1568287,Consulting Expense,Hardware,USD,2013,Actuals
Oct,-1576381,Consulting Expense,Hardware,USD,2013,Actuals
Sep,-1764055,Consulting Expense,Hardware,USD,2013,Actuals
Apr,-1566421,Consulting Expense,Hardware,USD,2013,Actuals
Aug,-1760511,Consulting Expense,Hardware,USD,2013,Actuals
Dec,-1295382,Software/Hardware Expense,Hardware,USD,2013,Actuals
Feb,-1410736,Software/Hardware Expense,Hardware,USD,2013,Actuals
Jan,-1643593,Software/Hardware Expense,Hardware,USD,2013,Actuals
Jul,-2146318,Software/Hardware Expense,Hardware,USD,2013,Actuals
Jun,-1741008,Software/Hardware Expense,Hardware,USD,2013,Actuals
Mar,-2420767,Software/Hardware Expense,Hardware,USD,2013,Actuals
May,-2533689,Software/Hardware Expense,Hardware,USD,2013,Actuals
Nov,-2603838,Software/Hardware Expense,Hardware,USD,2013,Actuals
Oct,-2028595,Software/Hardware Expense,Hardware,USD,2013,Actuals
Sep,-2704417,Software/Hardware Expense,Hardware,USD,2013,Actuals
Apr,-2153538,Software/Hardware Expense,Hardware,USD,2013,Actuals
Aug,-2517357,Software/Hardware Expense,Hardware,USD,2013,Actuals
Dec,-422427,Marketing Expense,Hardware,USD,2013,Actuals
Feb,-383620,Marketing Expense,Hardware,USD,2013,Actuals
Jan,-448703,Marketing Expense,Hardware,USD,2013,Actuals
Jul,-707885,Marketing Expense,Hardware,USD,2013,Actuals
Jun,-430361,Marketing Expense,Hardware,USD,2013,Actuals
Mar,-615643,Marketing Expense,Hardware,USD,2013,Actuals
May,-716076,Marketing Expense,Hardware,USD,2013,Actuals
Nov,-621736,Marketing Expense,Hardware,USD,2013,Actuals
Oct,-586058,Marketing Expense,Hardware,USD,2013,Actuals
Sep,-799880,Marketing Expense,Hardware,USD,2013,Actuals
Apr,-713736,Marketing Expense,Hardware,USD,2013,Actuals
Aug,-733111,Marketing Expense,Hardware,USD,2013,Actuals
Dec,83507400,Sales,Software,USD,2014,Actuals
Feb,67583964,Sales,Software,USD,2014,Actuals
Jan,73003216,Sales,Software,USD,2014,Actuals
Jul,60633129,Sales,Software,USD,2014,Actuals
Jun,73831265,Sales,Software,USD,2014,Actuals
Mar,96747422,Sales,Software,USD,2014,Actuals
May,53295086,Sales,Software,USD,2014,Actuals
Nov,71258255,Sales,Software,USD,2014,Actuals
Oct,52687090,Sales,Software,USD,2014,Actuals
Sep,98780894,Sales,Software,USD,2014,Actuals
Apr,54707115,Sales,Software,USD,2014,Actuals
Aug,67453237,Sales,Software,USD,2014,Actuals
Dec,-41071028,Cost of Goods Sold,Software,USD,2014,Actuals
Feb,-33276599,Cost of Goods Sold,Software,USD,2014,Actuals
Jan,-35434154,Cost of Goods Sold,Software,USD,2014,Actuals
Jul,-25081587,Cost of Goods Sold,Software,USD,2014,Actuals
Jun,-34794166,Cost of Goods Sold,Software,USD,2014,Actuals
Mar,-46411721,Cost of Goods Sold,Software,USD,2014,Actuals
May,-24803966,Cost of Goods Sold,Software,USD,2014,Actuals
Nov,-33853415,Cost of Goods Sold,Software,USD,2014,Actuals
Oct,-23190677,Cost of Goods Sold,Software,USD,2014,Actuals
Sep,-47301412,Cost of Goods Sold,Software,USD,2014,Actuals
Apr,-25228351,Cost of Goods Sold,Software,USD,2014,Actuals
Aug,-32657990,Cost of Goods Sold,Software,USD,2014,Actuals
Dec,-3954659,Commissions Expense,Software,USD,2014,Actuals
Feb,-3006614,Commissions Expense,Software,USD,2014,Actuals
Jan,-3225544,Commissions Expense,Software,USD,2014,Actuals
Jul,-2564854,Commissions Expense,Software,USD,2014,Actuals
Jun,-3440909,Commissions Expense,Software,USD,2014,Actuals
Mar,-4716518,Commissions Expense,Software,USD,2014,Actuals
May,-2192406,Commissions Expense,Software,USD,2014,Actuals
Nov,-3474868,Commissions Expense,Software,USD,2014,Actuals
Oct,-2594599,Commissions Expense,Software,USD,2014,Actuals
Sep,-4621559,Commissions Expense,Software,USD,2014,Actuals
Apr,-2637046,Commissions Expense,Software,USD,2014,Actuals
Aug,-3195750,Commissions Expense,Software,USD,2014,Actuals
Dec,-8853593,Payroll Expense,Software,USD,2014,Actuals
Feb,-6991832,Payroll Expense,Software,USD,2014,Actuals
Jan,-8214482,Payroll Expense,Software,USD,2014,Actuals
Jul,-6362428,Payroll Expense,Software,USD,2014,Actuals
Jun,-8792535,Payroll Expense,Software,USD,2014,Actuals
Mar,-9881604,Payroll Expense,Software,USD,2014,Actuals
May,-5967905,Payroll Expense,Software,USD,2014,Actuals
Nov,-8422442,Payroll Expense,Software,USD,2014,Actuals
Oct,-6185030,Payroll Expense,Software,USD,2014,Actuals
Sep,-10736101,Payroll Expense,Software,USD,2014,Actuals
Apr,-6021642,Payroll Expense,Software,USD,2014,Actuals
Aug,-7854754,Payroll Expense,Software,USD,2014,Actuals
Dec,-949150,Travel & Entertainment Expense,Software,USD,2014,Actuals
Feb,-823867,Travel & Entertainment Expense,Software,USD,2014,Actuals
Jan,-812381,Travel & Entertainment Expense,Software,USD,2014,Actuals
Jul,-693944,Travel & Entertainment Expense,Software,USD,2014,Actuals
Jun,-785991,Travel & Entertainment Expense,Software,USD,2014,Actuals
Mar,-1084164,Travel & Entertainment Expense,Software,USD,2014,Actuals
May,-657107,Travel & Entertainment Expense,Software,USD,2014,Actuals
Nov,-837702,Travel & Entertainment Expense,Software,USD,2014,Actuals
Oct,-528306,Travel & Entertainment Expense,Software,USD,2014,Actuals
Sep,-1063936,Travel & Entertainment Expense,Software,USD,2014,Actuals
Apr,-547555,Travel & Entertainment Expense,Software,USD,2014,Actuals
Aug,-790029,Travel & Entertainment Expense,Software,USD,2014,Actuals
Dec,-3459881,R&D Expense,Software,USD,2014,Actuals
Feb,-3236733,R&D Expense,Software,USD,2014,Actuals
Jan,-3200785,R&D Expense,Software,USD,2014,Actuals
Jul,-2673923,R&D Expense,Software,USD,2014,Actuals
Jun,-3201135,R&D Expense,Software,USD,2014,Actuals
Mar,-4576715,R&D Expense,Software,USD,2014,Actuals
May,-2564086,R&D Expense,Software,USD,2014,Actuals
Nov,-2908571,R&D Expense,Software,USD,2014,Actuals
Oct,-2161622,R&D Expense,Software,USD,2014,Actuals
Sep,-4136323,R&D Expense,Software,USD,2014,Actuals
Apr,-2677342,R&D Expense,Software,USD,2014,Actuals
Aug,-2759863,R&D Expense,Software,USD,2014,Actuals
Dec,-4251787,Consulting Expense,Software,USD,2014,Actuals
Feb,-4148358,Consulting Expense,Software,USD,2014,Actuals
Jan,-4510094,Consulting Expense,Software,USD,2014,Actuals
Jul,-3316938,Consulting Expense,Software,USD,2014,Actuals
Jun,-3827683,Consulting Expense,Software,USD,2014,Actuals
Mar,-5977214,Consulting Expense,Software,USD,2014,Actuals
May,-2721806,Consulting Expense,Software,USD,2014,Actuals
Nov,-3787807,Consulting Expense,Software,USD,2014,Actuals
Oct,-3196559,Consulting Expense,Software,USD,2014,Actuals
Sep,-5738434,Consulting Expense,Software,USD,2014,Actuals
Apr,-2757866,Consulting Expense,Software,USD,2014,Actuals
Aug,-3803865,Consulting Expense,Software,USD,2014,Actuals
Dec,-5860902,Software/Hardware Expense,Software,USD,2014,Actuals
Feb,-4893590,Software/Hardware Expense,Software,USD,2014,Actuals
Jan,-5157077,Software/Hardware Expense,Software,USD,2014,Actuals
Jul,-5302649,Software/Hardware Expense,Software,USD,2014,Actuals
Jun,-5727447,Software/Hardware Expense,Software,USD,2014,Actuals
Mar,-7177731,Software/Hardware Expense,Software,USD,2014,Actuals
May,-3788018,Software/Hardware Expense,Software,USD,2014,Actuals
Nov,-5484871,Software/Hardware Expense,Software,USD,2014,Actuals
Oct,-4053787,Software/Hardware Expense,Software,USD,2014,Actuals
Sep,-7901949,Software/Hardware Expense,Software,USD,2014,Actuals
Apr,-4525995,Software/Hardware Expense,Software,USD,2014,Actuals
Aug,-5621094,Software/Hardware Expense,Software,USD,2014,Actuals
Dec,-1915308,Marketing Expense,Software,USD,2014,Actuals
Feb,-1626403,Marketing Expense,Software,USD,2014,Actuals
Jan,-1561407,Marketing Expense,Software,USD,2014,Actuals
Jul,-1497786,Marketing Expense,Software,USD,2014,Actuals
Jun,-1678802,Marketing Expense,Software,USD,2014,Actuals
Mar,-2267623,Marketing Expense,Software,USD,2014,Actuals
May,-1272883,Marketing Expense,Software,USD,2014,Actuals
Nov,-1500397,Marketing Expense,Software,USD,2014,Actuals
Oct,-1075041,Marketing Expense,Software,USD,2014,Actuals
Sep,-2426938,Marketing Expense,Software,USD,2014,Actuals
Apr,-1199024,Marketing Expense,Software,USD,2014,Actuals
Aug,-1414558,Marketing Expense,Software,USD,2014,Actuals
Dec,20041776,Sales,Advertising,USD,2014,Actuals
Feb,14868472.08,Sales,Advertising,USD,2014,Actuals
Jan,18250804,Sales,Advertising,USD,2014,Actuals
Jul,16977276.12,Sales,Advertising,USD,2014,Actuals
Jun,14766253,Sales,Advertising,USD,2014,Actuals
Mar,28056752.38,Sales,Advertising,USD,2014,Actuals
May,13323771.5,Sales,Advertising,USD,2014,Actuals
Nov,19952311.4,Sales,Advertising,USD,2014,Actuals
Oct,11064288.9,Sales,Advertising,USD,2014,Actuals
Sep,29634268.2,Sales,Advertising,USD,2014,Actuals
Apr,14223849.9,Sales,Advertising,USD,2014,Actuals
Aug,16188776.88,Sales,Advertising,USD,2014,Actuals
Dec,-9803799,Cost of Goods Sold,Advertising,USD,2014,Actuals
Feb,-6796938,Cost of Goods Sold,Advertising,USD,2014,Actuals
Jan,-7843283,Cost of Goods Sold,Advertising,USD,2014,Actuals
